type	seqid	name	start1	stop	strand	mismatch
primer	MK753033.1	reverse_primer_7	5411	5429	-	0
primer	MT242482.1	reverse_primer_7	5417	5435	-	0
primer	MW661270.1	reverse_primer_7	5414	5432	-	0
primer	MW661269.1	reverse_primer_7	5413	5431	-	0
primer	MW661268.1	reverse_primer_7	5412	5430	-	0
primer	MW661267.1	reverse_primer_7	5415	5433	-	0
primer	MW661263.1	reverse_primer_7	5415	5433	-	0
primer	MZ265063.2	reverse_primer_7	5417	5435	-	0
primer	OR546393.1	reverse_primer_7	5411	5429	-	0
primer	OR536496.1	reverse_primer_7	5415	5433	-	0
primer	OR536495.1	reverse_primer_7	5415	5433	-	0
primer	MH218731.1	reverse_primer_7	5421	5439	-	0
primer	MW661272.1	reverse_primer_7	5415	5433	-	0
primer	MW661271.1	reverse_primer_7	5415	5433	-	0
primer	MW661266.1	reverse_primer_7	5415	5433	-	0
primer	OL898506.1	reverse_primer_7	5421	5439	-	0
primer	OR536475.1	reverse_primer_7	5415	5433	-	0
primer	PP645199.1	reverse_primer_7	5415	5433	-	1
primer	PQ304632.1	reverse_primer_7	5416	5434	-	1
primer	PV920370.1	reverse_primer_7	5422	5440	-	1
primer	PQ207945.1	reverse_primer_7	5430	5448	-	1
primer	PQ207944.1	reverse_primer_7	5426	5444	-	1
primer	OR793097.1	reverse_primer_7	5405	5423	-	1
primer	KY947548.1	reverse_primer_7	5411	5429	-	1
primer	MW284784.1	reverse_primer_7	5409	5427	-	1
primer	MW284778.1	reverse_primer_7	5409	5427	-	1
primer	MW284776.1	reverse_primer_7	5409	5427	-	1
primer	LC597126.1	reverse_primer_7	5402	5420	-	1
primer	LC597124.1	reverse_primer_7	5401	5419	-	1
primer	LC597121.1	reverse_primer_7	5409	5427	-	1
primer	LC597120.1	reverse_primer_7	5415	5433	-	1
primer	LC597113.1	reverse_primer_7	5402	5420	-	1
primer	LC597111.1	reverse_primer_7	5405	5423	-	1
primer	OR069406.1	reverse_primer_7	5405	5423	-	1
