type	seqid	name	start1	stop	strand	mismatch
primer	KC962462.3	Livsmedelsverket_fw_primer_inner	5046	5064	+	1
primer	KC962453.2	Livsmedelsverket_fw_primer_inner	5046	5064	+	1
primer	MN493873.1	Livsmedelsverket_fw_primer_inner	5044	5062	+	1
primer	MN525275.1	Livsmedelsverket_fw_primer_inner	5042	5060	+	1
primer	PP564834.1	Livsmedelsverket_fw_primer_inner	5046	5064	+	1
primer	PP564833.1	Livsmedelsverket_fw_primer_inner	5046	5064	+	1
primer	PP564832.1	Livsmedelsverket_fw_primer_inner	5046	5064	+	1
primer	PP564831.1	Livsmedelsverket_fw_primer_inner	5046	5064	+	1
primer	PP564830.1	Livsmedelsverket_fw_primer_inner	5046	5064	+	1
primer	PP564828.1	Livsmedelsverket_fw_primer_inner	5046	5064	+	1
primer	PP564827.1	Livsmedelsverket_fw_primer_inner	5046	5064	+	1
primer	PP564826.1	Livsmedelsverket_fw_primer_inner	5046	5064	+	1
primer	PP645200.1	Livsmedelsverket_fw_primer_inner	5046	5064	+	1
primer	PP645199.1	Livsmedelsverket_fw_primer_inner	5046	5064	+	1
primer	PP658561.1	Livsmedelsverket_fw_primer_inner	5045	5063	+	1
primer	PP658560.1	Livsmedelsverket_fw_primer_inner	5042	5060	+	1
primer	PP658557.1	Livsmedelsverket_fw_primer_inner	5045	5063	+	1
primer	PP658555.1	Livsmedelsverket_fw_primer_inner	5042	5060	+	1
primer	PP658551.1	Livsmedelsverket_fw_primer_inner	5046	5064	+	1
primer	PQ304632.1	Livsmedelsverket_fw_primer_inner	5047	5065	+	1
primer	PQ304613.1	Livsmedelsverket_fw_primer_inner	5051	5069	+	1
primer	PQ304612.1	Livsmedelsverket_fw_primer_inner	5051	5069	+	1
primer	PQ310236.1	Livsmedelsverket_fw_primer_inner	5051	5069	+	1
primer	PQ310234.1	Livsmedelsverket_fw_primer_inner	5051	5069	+	1
primer	PQ310131.1	Livsmedelsverket_fw_primer_inner	5055	5073	+	1
primer	PQ310130.1	Livsmedelsverket_fw_primer_inner	5055	5073	+	1
primer	PQ310129.1	Livsmedelsverket_fw_primer_inner	5055	5073	+	1
primer	PQ310128.1	Livsmedelsverket_fw_primer_inner	5055	5073	+	1
primer	PQ310127.1	Livsmedelsverket_fw_primer_inner	5055	5073	+	1
primer	PQ310126.1	Livsmedelsverket_fw_primer_inner	5055	5073	+	1
primer	PQ310125.2	Livsmedelsverket_fw_primer_inner	5051	5069	+	1
primer	PQ310124.1	Livsmedelsverket_fw_primer_inner	5055	5073	+	1
primer	PQ308689.1	Livsmedelsverket_fw_primer_inner	5051	5069	+	1
primer	PQ308687.1	Livsmedelsverket_fw_primer_inner	5051	5069	+	1
primer	PQ308686.1	Livsmedelsverket_fw_primer_inner	5051	5069	+	1
primer	PQ308685.1	Livsmedelsverket_fw_primer_inner	5051	5069	+	1
primer	PQ308684.1	Livsmedelsverket_fw_primer_inner	5055	5073	+	1
primer	PX285873.1	Livsmedelsverket_fw_primer_inner	5046	5064	+	1
primer	PV920370.1	Livsmedelsverket_fw_primer_inner	5053	5071	+	1
primer	KJ710245.2	Livsmedelsverket_fw_primer_inner	5046	5064	+	1
primer	MH260504.1	Livsmedelsverket_fw_primer_inner	5046	5064	+	1
primer	MH260502.1	Livsmedelsverket_fw_primer_inner	5046	5064	+	1
primer	MH260492.1	Livsmedelsverket_fw_primer_inner	5046	5064	+	1
primer	MH260490.1	Livsmedelsverket_fw_primer_inner	5046	5064	+	1
primer	MH260488.1	Livsmedelsverket_fw_primer_inner	5046	5064	+	1
primer	MH260485.1	Livsmedelsverket_fw_primer_inner	5046	5064	+	1
primer	MH260484.1	Livsmedelsverket_fw_primer_inner	5046	5064	+	1
primer	MH260483.1	Livsmedelsverket_fw_primer_inner	5046	5064	+	1
primer	MK928499.1	Livsmedelsverket_fw_primer_inner	5046	5064	+	1
primer	MK928498.1	Livsmedelsverket_fw_primer_inner	5046	5064	+	1
primer	MK928497.1	Livsmedelsverket_fw_primer_inner	5046	5064	+	1
primer	MK928496.1	Livsmedelsverket_fw_primer_inner	5046	5064	+	1
primer	MT409884.1	Livsmedelsverket_fw_primer_inner	5045	5063	+	1
primer	MT362912.1	Livsmedelsverket_fw_primer_inner	5042	5060	+	1
primer	OK376252.1	Livsmedelsverket_fw_primer_inner	5045	5063	+	1
primer	OP805361.1	Livsmedelsverket_fw_primer_inner	5055	5073	+	1
primer	OP805360.1	Livsmedelsverket_fw_primer_inner	5055	5073	+	1
primer	OR084264.1	Livsmedelsverket_fw_primer_inner	5046	5064	+	1
primer	OR084263.1	Livsmedelsverket_fw_primer_inner	5046	5064	+	1
