type	seqid	name	start1	stop	strand	mismatch
primer	PQ507173.1	reverse_primer_4	5409	5427	-	0
primer	PX631122.1	reverse_primer_4	5409	5427	-	0
primer	MK614137.1	reverse_primer_4	5411	5429	-	0
primer	MZ292759.1	reverse_primer_4	5409	5427	-	0
primer	PV806174.1	reverse_primer_4	5409	5427	-	0
primer	PV806173.1	reverse_primer_4	5409	5427	-	0
primer	PV806172.1	reverse_primer_4	5409	5427	-	0
primer	LC342059.1	reverse_primer_4	5415	5433	-	0
primer	MG746015.1	reverse_primer_4	5415	5433	-	0
primer	MG745996.1	reverse_primer_4	5415	5433	-	0
primer	MG745995.1	reverse_primer_4	5415	5433	-	0
primer	MH218692.1	reverse_primer_4	5409	5427	-	0
primer	MH218661.1	reverse_primer_4	5409	5427	-	0
primer	MH218641.1	reverse_primer_4	5409	5427	-	0
primer	MK752935.1	reverse_primer_4	5415	5433	-	0
primer	MT731332.1	reverse_primer_4	5409	5427	-	0
primer	PQ100949.1	reverse_primer_4	5409	5427	-	0
primer	PQ100948.1	reverse_primer_4	5409	5427	-	0
primer	PQ100947.1	reverse_primer_4	5409	5427	-	0
primer	PQ100946.1	reverse_primer_4	5409	5427	-	0
primer	MN493873.1	reverse_primer_4	5413	5431	-	1
primer	PP564834.1	reverse_primer_4	5415	5433	-	1
primer	PP564833.1	reverse_primer_4	5415	5433	-	1
primer	PP564832.1	reverse_primer_4	5415	5433	-	1
primer	PP564831.1	reverse_primer_4	5415	5433	-	1
primer	PP564830.1	reverse_primer_4	5415	5433	-	1
primer	PP564829.1	reverse_primer_4	5415	5433	-	1
primer	PP658560.1	reverse_primer_4	5411	5429	-	1
primer	PP658559.1	reverse_primer_4	5414	5432	-	1
primer	OK376252.1	reverse_primer_4	5414	5432	-	1
primer	OR084256.1	reverse_primer_4	5415	5433	-	1
primer	OP205541.1	reverse_primer_4	5411	5429	-	1
primer	PQ373128.1	reverse_primer_4	5420	5438	-	1
primer	PQ641315.1	reverse_primer_4	5447	5465	-	1
primer	PQ214837.1	reverse_primer_4	5415	5433	-	1
primer	PQ207934.1	reverse_primer_4	5411	5429	-	1
primer	PQ207933.1	reverse_primer_4	5415	5433	-	1
primer	PQ207926.1	reverse_primer_4	5415	5433	-	1
primer	PQ195940.1	reverse_primer_4	5415	5433	-	1
primer	PQ195928.1	reverse_primer_4	5411	5429	-	1
primer	PQ195927.1	reverse_primer_4	5411	5429	-	1
primer	PQ195926.1	reverse_primer_4	5411	5429	-	1
primer	PQ195913.1	reverse_primer_4	5415	5433	-	1
primer	PQ195909.1	reverse_primer_4	5411	5429	-	1
primer	PQ195908.1	reverse_primer_4	5411	5429	-	1
primer	PQ273192.1	reverse_primer_4	5415	5433	-	1
primer	OR793100.1	reverse_primer_4	5411	5429	-	1
primer	OR793099.1	reverse_primer_4	5411	5429	-	1
primer	OR793098.1	reverse_primer_4	5420	5438	-	1
primer	OR793097.1	reverse_primer_4	5405	5423	-	1
primer	OR793094.1	reverse_primer_4	5411	5429	-	1
primer	OR793093.1	reverse_primer_4	5411	5429	-	1
primer	OR793092.1	reverse_primer_4	5411	5429	-	1
primer	OR793091.1	reverse_primer_4	5411	5429	-	1
primer	OR793090.1	reverse_primer_4	5411	5429	-	1
primer	OR793089.1	reverse_primer_4	5411	5429	-	1
primer	OR793088.1	reverse_primer_4	5411	5429	-	1
primer	OR793087.1	reverse_primer_4	5411	5429	-	1
primer	OR793086.1	reverse_primer_4	5411	5429	-	1
primer	OR793082.1	reverse_primer_4	5411	5429	-	1
primer	KY947548.1	reverse_primer_4	5411	5429	-	1
primer	KY865307.1	reverse_primer_4	5413	5431	-	1
primer	KY865306.1	reverse_primer_4	5415	5433	-	1
primer	MW009072.1	reverse_primer_4	5450	5468	-	1
primer	MW009068.1	reverse_primer_4	5450	5468	-	1
primer	MW284784.1	reverse_primer_4	5409	5427	-	1
primer	MW284778.1	reverse_primer_4	5409	5427	-	1
primer	MW284776.1	reverse_primer_4	5409	5427	-	1
primer	LC597126.1	reverse_primer_4	5402	5420	-	1
primer	LC597124.1	reverse_primer_4	5401	5419	-	1
primer	LC597121.1	reverse_primer_4	5409	5427	-	1
primer	LC597113.1	reverse_primer_4	5402	5420	-	1
primer	LC597111.1	reverse_primer_4	5405	5423	-	1
primer	OL826943.1	reverse_primer_4	5415	5433	-	1
primer	OL826942.1	reverse_primer_4	5415	5433	-	1
primer	OL826941.1	reverse_primer_4	5415	5433	-	1
primer	OL826940.1	reverse_primer_4	5415	5433	-	1
primer	OR069406.1	reverse_primer_4	5405	5423	-	1
primer	OR069405.1	reverse_primer_4	5405	5423	-	1
primer	OR051903.1	reverse_primer_4	5405	5423	-	1
primer	OR713748.1	reverse_primer_4	5411	5429	-	1
primer	PV174245.1	reverse_primer_4	5405	5423	-	1
primer	PV174244.1	reverse_primer_4	5411	5429	-	1
primer	PV174243.1	reverse_primer_4	5411	5429	-	1
primer	PV174239.1	reverse_primer_4	5405	5423	-	1
primer	MK729086.1	reverse_primer_4	5415	5433	-	1
primer	MK754447.1	reverse_primer_4	5415	5433	-	1
primer	MK754445.1	reverse_primer_4	5411	5429	-	1
primer	MK754443.1	reverse_primer_4	5411	5429	-	1
primer	MK753036.1	reverse_primer_4	5415	5433	-	1
primer	MK753035.1	reverse_primer_4	5413	5431	-	1
primer	MK753016.1	reverse_primer_4	5414	5432	-	1
primer	MK753012.1	reverse_primer_4	5414	5432	-	1
primer	MK753010.1	reverse_primer_4	5411	5429	-	1
primer	MK753009.1	reverse_primer_4	5411	5429	-	1
primer	MK753008.1	reverse_primer_4	5410	5428	-	1
primer	MK753007.1	reverse_primer_4	5412	5430	-	1
primer	MK752947.1	reverse_primer_4	5411	5429	-	1
primer	MK752946.1	reverse_primer_4	5411	5429	-	1
primer	MK752941.1	reverse_primer_4	5412	5430	-	1
primer	MK752939.1	reverse_primer_4	5414	5432	-	1
primer	MH041322.1	reverse_primer_4	5411	5429	-	1
primer	MH041321.1	reverse_primer_4	5411	5429	-	1
primer	MK764041.1	reverse_primer_4	5415	5433	-	1
primer	MK764039.1	reverse_primer_4	5414	5432	-	1
primer	MK764022.1	reverse_primer_4	5412	5430	-	1
primer	MK764014.1	reverse_primer_4	5410	5428	-	1
primer	MK762745.1	reverse_primer_4	5411	5429	-	1
primer	MK762633.1	reverse_primer_4	5415	5433	-	1
primer	MK762627.1	reverse_primer_4	5414	5432	-	1
primer	MK762626.1	reverse_primer_4	5415	5433	-	1
primer	MK762560.1	reverse_primer_4	5408	5426	-	1
primer	MK773587.1	reverse_primer_4	5415	5433	-	1
primer	MK775029.1	reverse_primer_4	5414	5432	-	1
primer	MK614136.1	reverse_primer_4	5411	5429	-	1
primer	MK614135.1	reverse_primer_4	5411	5429	-	1
primer	MK614134.1	reverse_primer_4	5411	5429	-	1
primer	MK614133.1	reverse_primer_4	5411	5429	-	1
primer	MK614132.1	reverse_primer_4	5411	5429	-	1
primer	MK614131.1	reverse_primer_4	5411	5429	-	1
primer	MK614130.1	reverse_primer_4	5411	5429	-	1
primer	MK614129.1	reverse_primer_4	5411	5429	-	1
primer	MK614128.1	reverse_primer_4	5411	5429	-	1
primer	MK614127.1	reverse_primer_4	5411	5429	-	1
primer	MK614126.1	reverse_primer_4	5411	5429	-	1
primer	MK614125.1	reverse_primer_4	5411	5429	-	1
primer	MK614124.1	reverse_primer_4	5411	5429	-	1
primer	MN394542.1	reverse_primer_4	5411	5429	-	1
primer	MT158862.1	reverse_primer_4	5415	5433	-	1
primer	MT158857.1	reverse_primer_4	5411	5429	-	1
primer	MT158856.1	reverse_primer_4	5411	5429	-	1
primer	MT158855.1	reverse_primer_4	5411	5429	-	1
primer	MT158853.1	reverse_primer_4	5411	5429	-	1
primer	MT158852.1	reverse_primer_4	5411	5429	-	1
primer	MT158851.1	reverse_primer_4	5411	5429	-	1
primer	MT158850.1	reverse_primer_4	5405	5423	-	1
primer	MW661277.1	reverse_primer_4	5414	5432	-	1
primer	MZ265480.1	reverse_primer_4	5409	5427	-	1
primer	MZ265418.1	reverse_primer_4	5409	5427	-	1
primer	MZ265142.1	reverse_primer_4	5451	5469	-	1
primer	MZ272475.1	reverse_primer_4	5409	5427	-	1
primer	MZ272053.1	reverse_primer_4	5409	5427	-	1
primer	MZ268407.1	reverse_primer_4	5408	5426	-	1
primer	MZ291626.1	reverse_primer_4	5408	5426	-	1
primer	MW581012.1	reverse_primer_4	5415	5433	-	1
primer	MW581011.1	reverse_primer_4	5415	5433	-	1
primer	MW581010.1	reverse_primer_4	5415	5433	-	1
primer	MW581009.1	reverse_primer_4	5415	5433	-	1
primer	MW581008.1	reverse_primer_4	5415	5433	-	1
primer	MW581007.1	reverse_primer_4	5415	5433	-	1
primer	MW581006.1	reverse_primer_4	5415	5433	-	1
primer	MW581005.1	reverse_primer_4	5415	5433	-	1
primer	MW581004.1	reverse_primer_4	5415	5433	-	1
primer	ON706286.1	reverse_primer_4	5405	5423	-	1
primer	OP609646.1	reverse_primer_4	5415	5433	-	1
primer	OP609645.1	reverse_primer_4	5415	5433	-	1
primer	OP609644.1	reverse_primer_4	5415	5433	-	1
primer	OP691295.1	reverse_primer_4	5415	5433	-	1
primer	OP691294.1	reverse_primer_4	5415	5433	-	1
primer	OR397788.1	reverse_primer_4	5415	5433	-	1
primer	OR397787.1	reverse_primer_4	5415	5433	-	1
primer	OR397786.1	reverse_primer_4	5415	5433	-	1
primer	OR397785.1	reverse_primer_4	5415	5433	-	1
primer	OR397784.1	reverse_primer_4	5415	5433	-	1
primer	OR397783.1	reverse_primer_4	5415	5433	-	1
primer	OR397782.1	reverse_primer_4	5415	5433	-	1
primer	OR397781.1	reverse_primer_4	5415	5433	-	1
primer	OR397780.1	reverse_primer_4	5415	5433	-	1
primer	OR397779.1	reverse_primer_4	5415	5433	-	1
primer	OR397778.1	reverse_primer_4	5415	5433	-	1
primer	OR397777.1	reverse_primer_4	5415	5433	-	1
primer	OR397776.1	reverse_primer_4	5415	5433	-	1
