"name","begin","length","end","BLAST","BLAST score","refseq","reverse complement","polymerase type","polymerase type support","polymerase subtype","polymerase subtype support","capsid type","capsid type support","capsid subtype","capsid subtype support"
"MH218628.1","0","7559","7565","Caliciviridae Norovirus GII","84.84501","NC_029646","false","GII.P31 (GII.Pe)","100.0","","","GII.4","100.0","Sydney_2012","100.0"
"MH218630.1","0","7542","7542","Caliciviridae Norovirus GII","80.93477","NC_029646","false","GII.P21 (GII.Pb)","100.0","","","GII.3","100.0","",""
"MH218632.1","0","7559","7565","Caliciviridae Norovirus GII","84.992615","NC_029646","false","GII.P31 (GII.Pe)","100.0","","","GII.4","100.0","Sydney_2012","96.0"
"MH218634.1","0","7560","7566","Caliciviridae Norovirus GII","84.63179","NC_029646","false","GII.P31 (GII.Pe)","100.0","","","GII.4","100.0","Sydney_2012","73.0"
"MH218636.1","0","7566","7566","Caliciviridae Norovirus GII","85.152176","NC_029646","false","GII.P4","100.0","New_Orleans_2009","100.0","GII.4","100.0","Sydney_2012","89.0"
"MH218638.1","0","7559","7565","Caliciviridae Norovirus GII","85.12383","NC_029646","false","GII.P31 (GII.Pe)","100.0","","","GII.4","100.0","Sydney_2012","99.0"
"MH218640.1","6","7550","7559","Caliciviridae Norovirus GII","87.65137","NC_029646","false","GII.P7","100.0","","","GII.6","100.0","",""
"MH218642.1","6","7524","7533","Caliciviridae Norovirus GII","88.00956","NC_029646","false","GII.P7","100.0","","","GII.6","100.0","",""
"MH218644.1","6","7550","7559","Caliciviridae Norovirus GII","87.41184","NC_029646","false","GII.P7","100.0","","","GII.6","100.0","",""
"MH218646.1","0","7548","7548","Caliciviridae Norovirus GII","81.119705","NC_029646","false","GII.P21 (GII.Pb)","100.0","","","GII.3","100.0","",""
"MH218651.1","0","7484","7484","Caliciviridae Norovirus GII","81.04918","NC_029646","false","GII.P21 (GII.Pb)","100.0","","","GII.13","100.0","",""
"MH218653.1","0","7548","7548","Caliciviridae Norovirus GII","81.10289","NC_029646","false","GII.P21 (GII.Pb)","100.0","","","GII.3","100.0","",""
"MH218655.1","0","7537","7537","Caliciviridae Norovirus GII","78.11222","NC_029646","false","GII.P2","100.0","","","GII.2","100.0","",""
"MH218658.1","6","7542","7545","Caliciviridae Norovirus GII","87.14479","NC_029646","false","GII.P7","100.0","","","GII.7","100.0","",""
"MH218661.1","6","7538","7541","Caliciviridae Norovirus GII","87.21245","NC_029646","false","GII.P7","100.0","","","GII.7","100.0","",""
"MH218663.1","0","7559","7565","Caliciviridae Norovirus GII","84.992615","NC_029646","false","GII.P31 (GII.Pe)","100.0","","","GII.4","100.0","Sydney_2012","93.0"
"MH218666.1","6","7521","7530","Caliciviridae Norovirus GII","87.85345","NC_029646","false","GII.P7","100.0","","","GII.6","100.0","",""
"MH218668.1","0","7548","7548","Caliciviridae Norovirus GII","80.91795","NC_029646","false","GII.P21 (GII.Pb)","100.0","","","GII.3","100.0","",""
"MH218670.1","0","7550","7556","Caliciviridae Norovirus GII","84.238144","NC_029646","false","GII.P4","100.0","New_Orleans_2009","100.0","GII.4","100.0","Could not assign",""
"MH218672.1","0","7548","7548","Caliciviridae Norovirus GII","80.91795","NC_029646","false","GII.P21 (GII.Pb)","100.0","","","GII.3","100.0","",""
"MH218674.1","0","7559","7565","Caliciviridae Norovirus GII","84.959816","NC_029646","false","GII.P31 (GII.Pe)","100.0","","","GII.4","100.0","Sydney_2012","99.0"
"MH218676.1","0","7548","7548","Caliciviridae Norovirus GII","80.91795","NC_029646","false","GII.P21 (GII.Pb)","100.0","","","GII.3","100.0","",""
"MH218678.1","0","7548","7548","Caliciviridae Norovirus GII","80.88433","NC_029646","false","GII.P21 (GII.Pb)","100.0","","","GII.3","100.0","",""
"MH218680.1","0","7548","7548","Caliciviridae Norovirus GII","80.91795","NC_029646","false","GII.P21 (GII.Pb)","100.0","","","GII.3","100.0","",""
"MH218682.1","0","7548","7548","Caliciviridae Norovirus GII","80.901146","NC_029646","false","GII.P21 (GII.Pb)","100.0","","","GII.3","100.0","",""
"MH218684.1","0","7567","7573","Caliciviridae Norovirus GII","75.87683","NC_029646","false","GII.P16","100.0","","","GII.4","100.0","Sydney_2016","100.0"
"MH218686.1","0","7548","7548","Caliciviridae Norovirus GII","80.901146","NC_029646","false","GII.P21 (GII.Pb)","100.0","","","GII.3","100.0","",""
"MH218688.1","0","7548","7548","Caliciviridae Norovirus GII","80.91795","NC_029646","false","GII.P21 (GII.Pb)","100.0","","","GII.3","100.0","",""
"MH218690.1","0","7548","7548","Caliciviridae Norovirus GII","80.91795","NC_029646","false","GII.P21 (GII.Pb)","100.0","","","GII.3","100.0","",""
"MH218692.1","6","7502","7505","Caliciviridae Norovirus GII","87.38159","NC_029646","false","GII.P7","100.0","","","GII.7","100.0","",""
"MH218694.1","0","7547","7553","Caliciviridae Norovirus GII","85.091034","NC_029646","false","GII.P31 (GII.Pe)","100.0","","","GII.4","100.0","Sydney_2012","100.0"
"MH218696.1","0","7548","7548","Caliciviridae Norovirus GII","81.05794","NC_029646","false","GII.P21 (GII.Pb)","100.0","","","GII.3","100.0","",""
"MH218698.1","0","7571","7577","Caliciviridae Norovirus GII","84.68099","NC_029646","false","GII.P4","100.0","New_Orleans_2009","100.0","GII.4","100.0","Could not assign",""
"MH218700.1","0","7571","7577","Caliciviridae Norovirus GII","85.12383","NC_029646","false","GII.P31 (GII.Pe)","100.0","","","GII.4","100.0","Sydney_2012","98.0"
"MH218702.1","0","7517","7523","Caliciviridae Norovirus GII","85.173035","NC_029646","false","GII.P31 (GII.Pe)","100.0","","","GII.4","100.0","Sydney_2012","99.0"
"MH218704.1","0","7569","7575","Caliciviridae Norovirus GII","84.61539","NC_029646","false","GII.P4","100.0","New_Orleans_2009","100.0","GII.4","100.0","Could not assign",""
"MH218706.1","0","7568","7574","Caliciviridae Norovirus GII","84.992615","NC_029646","false","GII.P31 (GII.Pe)","100.0","","","GII.4","100.0","Sydney_2012","81.0"
"MH218708.1","0","7568","7574","Caliciviridae Norovirus GII","85.091034","NC_029646","false","GII.P31 (GII.Pe)","100.0","","","GII.4","100.0","Sydney_2012","95.0"
"MH218710.1","0","7517","7523","Caliciviridae Norovirus GII","84.43497","NC_029646","false","GII.P4","100.0","New_Orleans_2009","100.0","GII.4","100.0","Could not assign",""
"MH218712.1","0","7555","7555","Caliciviridae Norovirus GII","81.06927","NC_029646","false","GII.P21 (GII.Pb)","100.0","","","GII.3","100.0","",""
"MH218714.1","0","7513","7519","Caliciviridae Norovirus GII","84.35296","NC_029646","false","GII.P4","100.0","New_Orleans_2009","100.0","GII.4","100.0","Could not assign",""
"MH218716.1","0","7536","7542","Caliciviridae Norovirus GII","84.648186","NC_029646","false","GII.P4","100.0","New_Orleans_2009","100.0","GII.4","100.0","Could not assign",""
"MH218718.1","0","7546","7552","Caliciviridae Norovirus GII","84.59898","NC_029646","false","GII.P4","100.0","New_Orleans_2009","100.0","GII.4","100.0","Could not assign",""
"MH218731.1","0","7498","7498","Caliciviridae Norovirus GII","81.75027","NC_029646","false","GII.P33 (GII.Pg)","100.0","","","GII.1","100.0","",""
"MH218733.1","0","7550","7550","Caliciviridae Norovirus GII","85.99279","NC_029646","false","GII.P31 (GII.Pe)","100.0","","","GII.2","100.0","",""
"MH218735.1","0","7537","7537","Caliciviridae Norovirus GII","78.207436","NC_029646","false","GII.P2","100.0","","","GII.2","100.0","",""
"MH218737.1","0","7537","7537","Caliciviridae Norovirus GII","78.19401","NC_029646","false","GII.P2","100.0","","","GII.2","100.0","",""
"MH321825.1","0","7536","7536","Caliciviridae Norovirus GII","76.55917","NC_029646","false","GII.P16","100.0","","","GII.2","100.0","",""
"MH671553.1","0","7536","7536","Caliciviridae Norovirus GII","77.83412","NC_029646","false","GII.P2","100.0","","","GII.2","100.0","",""
"MH979230.1","0","7516","7513","Caliciviridae Norovirus GII","85.52941","NC_029646","false","GII.P31 (GII.Pe)","100.0","","","GII.4","100.0","Sydney_2012","91.0"
"MK282257.1","0","7600","7594","Caliciviridae Norovirus GII","75.84518","NC_029646","false","GII.P17","100.0","","","GII.17","100.0","",""
"MK483908.2","0","7539","7539","Caliciviridae Norovirus GII","77.37905","NC_029646","false","GII.P16","100.0","","","GII.1","100.0","",""
"MK629457.1","0","7559","7565","Caliciviridae Norovirus GII","75.761566","NC_029646","false","GII.P16","100.0","","","GII.4","100.0","Sydney_2016","100.0"
"MK752935.1","0","7536","7536","Caliciviridae Norovirus GII","76.43406","NC_029646","false","GII.P16","100.0","","","GII.2","100.0","",""
"MK752938.1","0","7573","7579","Caliciviridae Norovirus GII","75.8439","NC_029646","false","GII.P16","100.0","","","GII.4","100.0","Sydney_2016","100.0"
"MK753032.1","0","7572","7578","Caliciviridae Norovirus GII","75.90977","NC_029646","false","GII.P16","100.0","","","GII.4","100.0","Sydney_2016","100.0"
"MK762624.1","0","7558","7564","Caliciviridae Norovirus GII","75.8439","NC_029646","false","GII.P16","100.0","","","GII.4","100.0","Sydney_2016","100.0"
"MK762638.1","0","7563","7569","Caliciviridae Norovirus GII","76.00857","NC_029646","false","GII.P16","100.0","","","GII.4","100.0","Sydney_2016","100.0"
"MK764040.1","0","7529","7532","Caliciviridae Norovirus GII","78.04678","NC_029646","false","GII.P2","100.0","","","GII.2","100.0","",""
"MK789432.1","0","7558","7552","Caliciviridae Norovirus GII","75.76351","NC_029646","false","GII.P17","100.0","","","GII.17","100.0","",""
"MK934772.1","0","7559","7565","Caliciviridae Norovirus GII","85.297516","NC_029646","false","GII.P31 (GII.Pe)","100.0","","","GII.4","100.0","Sydney_2012","90.0"
"MN447470.1","0","7579","7552","Caliciviridae Norovirus GII","76.397766","NC_029646","false","GII.P16","100.0","","","GII.16","100.0","",""
"MN453358.1","9","7530","7536","Caliciviridae Norovirus GII","69.873505","NC_029646","false","GII.P23","100.0","","","GII.23","100.0","",""
"MN525276.1","0","7576","7582","Caliciviridae Norovirus GII","75.72864","NC_029646","false","GII.P16","100.0","","","GII.4","100.0","Sydney_2016","100.0"
"MN897754.1","0","7576","7582","Caliciviridae Norovirus GII","85.000824","NC_029646","false","GII.P31 (GII.Pe)","100.0","","","GII.4","100.0","Could not assign",""
"MN897756.1","0","7563","7569","Caliciviridae Norovirus GII","75.86037","NC_029646","false","GII.P16","100.0","","","GII.4","100.0","Sydney_2016","100.0"
"MT028542.1","0","7560","7566","Caliciviridae Norovirus GII","84.730194","NC_029646","false","GII.P31 (GII.Pe)","100.0","","","GII.4","100.0","Could not assign",""
"MT031761.1","0","7560","7566","Caliciviridae Norovirus GII","75.942696","NC_029646","false","GII.P16","100.0","","","GII.4","100.0","Sydney_2016","100.0"
"MT032004.1","0","7564","7570","Caliciviridae Norovirus GII","75.92623","NC_029646","false","GII.P16","100.0","","","GII.4","100.0","Sydney_2016","100.0"
"MT238671.1","0","7579","7585","Caliciviridae Norovirus GII","75.81097","NC_029646","false","GII.P16","100.0","","","GII.4","100.0","Sydney_2016","100.0"
"MT712147.1","0","7533","7527","Caliciviridae Norovirus GII","85.63249","NC_029646","false","GII.P33 (GII.Pg)","100.0","","","GII.12","100.0","",""
"MT720841.1","0","7506","7509","Caliciviridae Norovirus GII","76.32312","NC_029646","false","GII.P16","100.0","","","GII.13","100.0","",""
"MT725762.1","0","7566","7572","Caliciviridae Norovirus GII","84.37449","NC_029646","false","GII.P4","100.0","New_Orleans_2009","100.0","GII.4","100.0","Could not assign",""
"MT729788.1","0","7564","7570","Caliciviridae Norovirus GII","83.94292","NC_029646","false","GII.P4","100.0","Could not assign","","GII.4","100.0","Yerseke_2006a","77.0"
"MT731279.1","6","7561","7570","Caliciviridae Norovirus GII","87.72419","NC_029646","false","GII.P7","100.0","","","GII.6","100.0","",""
"MT738527.1","0","7550","7550","Caliciviridae Norovirus GII","76.666664","NC_029646","false","GII.P16","100.0","","","GII.2","100.0","",""
"MW243610.2","6","7564","7570","Caliciviridae Norovirus GII","92.599976","NC_029646","false","GII.P7","100.0","","","GII.6","100.0","",""
"MW661246.1","0","7625","7628","Caliciviridae Norovirus GII","76.47155","NC_029646","false","GII.P16","100.0","","","GII.2","100.0","",""
"MW661264.1","0","7618","7624","Caliciviridae Norovirus GII","75.78497","NC_029646","false","GII.P16","100.0","","","GII.4","100.0","Sydney_2016","100.0"
"MW661271.1","0","7518","7524","Caliciviridae Norovirus GII","77.991196","NC_029646","false","GII.P16","100.0","","","GII.1","100.0","",""
"MW661273.1","0","7533","7533","Caliciviridae Norovirus GII","76.46096","NC_029646","false","GII.P16","100.0","","","GII.2","100.0","",""
"MW661275.1","6","7584","7593","Caliciviridae Norovirus GII","87.830475","NC_029646","false","GII.P7","100.0","","","GII.6","100.0","",""
"MW661281.1","0","7600","7606","Caliciviridae Norovirus GII","85.1162","NC_029646","false","GII.P31 (GII.Pe)","100.0","","","GII.4","100.0","Sydney_2012","88.0"
"MW661284.1","6","7570","7579","Caliciviridae Norovirus GII","92.29338","NC_029646","false","GII.P7","100.0","","","GII.6","100.0","",""
"MZ233536.1","0","7568","7574","Caliciviridae Norovirus GII","84.85248","NC_029646","false","GII.P4","100.0","New_Orleans_2009","100.0","GII.4","100.0","New_Orleans_2009","100.0"
"MZ291631.1","0","7556","7550","Caliciviridae Norovirus GII","75.84518","NC_029646","false","GII.P17","100.0","","","GII.17","100.0","",""
"NC_039477.1","0","7567","7573","Caliciviridae Norovirus GII","75.87683","NC_029646","false","GII.P16","100.0","","","GII.4","100.0","Sydney_2016","100.0"
