"name","begin","length","end","BLAST","BLAST score","refseq","reverse complement","polymerase type","polymerase type support","polymerase subtype","polymerase subtype support","capsid type","capsid type support","capsid subtype","capsid subtype support"
"PZ221917.1_region_4389_5205","4389","816","5205","Caliciviridae Norovirus GII","84.19753","NC_029646","false","GII.P21 (GII.Pb)","100.0","","","GII.3","100.0","",""
"PZ234772.1_region_4389_5205","4380","816","5196","Caliciviridae Norovirus GII","78.40491","NC_029646","false","GII.P17","100.0","","","GII.17","97.0","",""
"PZ136053.1_region_4389_5205","4389","816","5205","Caliciviridae Norovirus GII","84.19753","NC_029646","false","GII.P21 (GII.Pb)","100.0","","","GII.3","100.0","",""
"PX285872.1_region_4389_5205","4389","816","5205","Caliciviridae Norovirus GII","79.62963","NC_029646","false","GII.P16","100.0","","","GII.2","99.0","",""
"PV784272.1_region_4389_5205","4380","816","5196","Caliciviridae Norovirus GII","79.484024","NC_029646","false","GII.P17","100.0","","","GII.17","94.0","",""
"PV784277.1_region_4389_5205","4380","816","5196","Caliciviridae Norovirus GII","79.484024","NC_029646","false","GII.P17","100.0","","","GII.17","97.0","",""
"PV784287.1_region_4389_5205","4380","816","5196","Caliciviridae Norovirus GII","79.361176","NC_029646","false","GII.P17","100.0","","","GII.17","98.0","",""
"PV784298.1_region_4389_5205","4380","816","5196","Caliciviridae Norovirus GII","79.484024","NC_029646","false","GII.P17","100.0","","","GII.17","96.0","",""
"PV784304.1_region_4389_5205","4380","816","5196","Caliciviridae Norovirus GII","79.238335","NC_029646","false","GII.P17","100.0","","","GII.17","100.0","",""
"PV784324.1_region_4389_5205","4380","816","5196","Caliciviridae Norovirus GII","79.238335","NC_029646","false","GII.P17","100.0","","","GII.17","98.0","",""
"PV784344.1_region_4389_5205","4380","816","5196","Caliciviridae Norovirus GII","79.11548","NC_029646","false","GII.P17","100.0","","","GII.17","97.0","",""
"PV750877.1_region_4389_5205","4380","816","5196","Caliciviridae Norovirus GII","79.238335","NC_029646","false","GII.P17","100.0","","","GII.17","98.0","",""
"PV750894.1_region_4389_5205","4380","816","5196","Caliciviridae Norovirus GII","79.238335","NC_029646","false","GII.P17","100.0","","","GII.17","94.0","",""
"PV635313.1_region_4389_5205","4380","816","5196","Caliciviridae Norovirus GII","78.2822","NC_029646","false","GII.P17","100.0","","","GII.17","95.0","",""
"PV275045.1_region_4389_5205","4389","816","5205","Caliciviridae Norovirus GII","86.79012","NC_029646","false","GII.P31 (GII.Pe)","100.0","","","GII.4","100.0","Could not assign",""
"PV275060.1_region_4389_5205","4389","816","5205","Caliciviridae Norovirus GII","86.543205","NC_029646","false","GII.P31 (GII.Pe)","100.0","","","GII.4","100.0","Could not assign",""
"PQ213437.1_region_4389_5205","4389","816","5205","Caliciviridae Norovirus GII","86.543205","NC_029646","false","GII.P4","100.0","Den_Haag_2006b","92.0","GII.4","100.0","Could not assign",""
"PQ215538.1_region_4389_5205","4389","816","5205","Caliciviridae Norovirus GII","77.65432","NC_029646","false","GII.P16","100.0","","","GII.4","100.0","Could not assign",""
"PQ215541.1_region_4389_5205","4389","816","5205","Caliciviridae Norovirus GII","77.65432","NC_029646","false","GII.P16","100.0","","","GII.4","100.0","Could not assign",""
