# File was written with BLAST outfmt=7, assay_blast v2.0. More information at the end of the file.
# BLASTN 2.17.0+
# Query: forward_primer_var1
# Database: /home/ida/projects/norovirus-gii-dualtyping-ngs/data/02_alignments/msa_inputs/final_global_with_added_database/final_global_with_added
# Fields: query id, subject id, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, subject strand, query length
# 1624 hits found
forward_primer_var1	KY496328.1	95.652	23	1	0	1	23	4370	4392	0.019	31.8	plus	23
forward_primer_var1	GU138177.3	95.652	23	1	0	1	23	1561	1583	0.019	31.8	plus	23
forward_primer_var1	GU138176.3	95.652	23	1	0	1	23	1561	1583	0.019	31.8	plus	23
forward_primer_var1	GU138162.3	95.652	23	1	0	1	23	1561	1583	0.019	31.8	plus	23
forward_primer_var1	HM590541.3	95.652	23	1	0	1	23	1561	1583	0.019	31.8	plus	23
forward_primer_var1	KJ184256.3	95.652	23	1	0	1	23	1561	1583	0.019	31.8	plus	23
forward_primer_var1	KR232647.2	95.652	23	1	0	1	23	4366	4388	0.019	31.8	plus	23
forward_primer_var1	KY210918.3	95.652	23	1	0	1	23	1561	1583	0.019	31.8	plus	23
forward_primer_var1	MG495080.1	95.652	23	1	0	1	23	4535	4557	0.019	31.8	plus	23
forward_primer_var1	MG892954.3	95.652	23	1	0	1	23	1561	1583	0.019	31.8	plus	23
forward_primer_var1	MH702285.1	95.652	23	1	0	1	23	4506	4528	0.019	31.8	plus	23
forward_primer_var1	MH702282.1	95.652	23	1	0	1	23	4591	4613	0.019	31.8	plus	23
forward_primer_var1	MH702281.1	95.652	23	1	0	1	23	4506	4528	0.019	31.8	plus	23
forward_primer_var1	MH702280.1	95.652	23	1	0	1	23	4526	4548	0.019	31.8	plus	23
forward_primer_var1	MH702278.1	95.652	23	1	0	1	23	4506	4528	0.019	31.8	plus	23
forward_primer_var1	MH702268.1	95.652	23	1	0	1	23	4595	4617	0.019	31.8	plus	23
forward_primer_var1	MH702264.1	95.652	23	1	0	1	23	4579	4601	0.019	31.8	plus	23
forward_primer_var1	MH702263.1	95.652	23	1	0	1	23	4519	4541	0.019	31.8	plus	23
forward_primer_var1	MH702257.1	95.652	23	1	0	1	23	3361	3383	0.019	31.8	plus	23
forward_primer_var1	MK396776.1	95.652	23	1	0	1	23	1477	1499	0.019	31.8	plus	23
forward_primer_var1	MK396773.1	95.652	23	1	0	1	23	3452	3474	0.019	31.8	plus	23
forward_primer_var1	MK396771.1	95.652	23	1	0	1	23	3924	3946	0.019	31.8	plus	23
forward_primer_var1	MK907798.1	95.652	23	1	0	1	23	4590	4612	0.019	31.8	plus	23
forward_primer_var1	MK762720.1	95.652	23	1	0	1	23	4353	4375	0.019	31.8	plus	23
forward_primer_var1	MN394545.1	95.652	23	1	0	1	23	4585	4607	0.019	31.8	plus	23
forward_primer_var1	MN394543.1	95.652	23	1	0	1	23	4585	4607	0.019	31.8	plus	23
forward_primer_var1	MW305712.1	95.652	23	1	0	1	23	4560	4582	0.019	31.8	plus	23
forward_primer_var1	MW305711.1	95.652	23	1	0	1	23	4560	4582	0.019	31.8	plus	23
forward_primer_var1	MW305706.1	95.652	23	1	0	1	23	4560	4582	0.019	31.8	plus	23
forward_primer_var1	MW305638.1	95.652	23	1	0	1	23	4554	4576	0.019	31.8	plus	23
forward_primer_var1	MW305608.1	95.652	23	1	0	1	23	4560	4582	0.019	31.8	plus	23
forward_primer_var1	MW305601.1	95.652	23	1	0	1	23	4560	4582	0.019	31.8	plus	23
forward_primer_var1	MW305600.1	95.652	23	1	0	1	23	4560	4582	0.019	31.8	plus	23
forward_primer_var1	MW305541.1	95.652	23	1	0	1	23	4560	4582	0.019	31.8	plus	23
forward_primer_var1	MW305522.1	95.652	23	1	0	1	23	4560	4582	0.019	31.8	plus	23
forward_primer_var1	MW305513.1	95.652	23	1	0	1	23	4560	4582	0.019	31.8	plus	23
forward_primer_var1	MW661250.1	95.652	23	1	0	1	23	4552	4574	0.019	31.8	plus	23
forward_primer_var1	OM980240.1	95.652	23	1	0	1	23	4581	4603	0.019	31.8	plus	23
forward_primer_var1	OP205585.1	95.652	23	1	0	1	23	4590	4612	0.019	31.8	plus	23
forward_primer_var1	OP205583.1	95.652	23	1	0	1	23	4545	4567	0.019	31.8	plus	23
forward_primer_var1	OP205576.1	95.652	23	1	0	1	23	4572	4594	0.019	31.8	plus	23
forward_primer_var1	OP205569.1	95.652	23	1	0	1	23	4567	4589	0.019	31.8	plus	23
forward_primer_var1	OP205531.1	95.652	23	1	0	1	23	4590	4612	0.019	31.8	plus	23
forward_primer_var1	OR536494.1	95.652	23	1	0	1	23	4573	4595	0.019	31.8	plus	23
forward_primer_var1	OR536493.1	95.652	23	1	0	1	23	4595	4617	0.019	31.8	plus	23
forward_primer_var1	OR700747.1	95.652	23	1	0	1	23	4429	4451	0.019	31.8	plus	23
forward_primer_var1	PV297972.1	95.652	23	1	0	1	23	4581	4603	0.019	31.8	plus	23
forward_primer_var1	PV266776.1	95.652	23	1	0	1	23	4601	4623	0.019	31.8	plus	23
forward_primer_var1	PV266775.1	95.652	23	1	0	1	23	4589	4611	0.019	31.8	plus	23
forward_primer_var1	PV232416.1	95.652	23	1	0	1	23	4609	4631	0.019	31.8	plus	23
forward_primer_var1	PV232415.1	95.652	23	1	0	1	23	4612	4634	0.019	31.8	plus	23
forward_primer_var1	PV223402.1	95.652	23	1	0	1	23	4606	4628	0.019	31.8	plus	23
forward_primer_var1	PQ610214.1	95.652	23	1	0	1	23	4560	4582	0.019	31.8	plus	23
forward_primer_var1	PZ136060.1	95.652	23	1	0	1	23	4581	4603	0.019	31.8	plus	23
forward_primer_var1	PZ136059.1	95.652	23	1	0	1	23	4585	4607	0.019	31.8	plus	23
forward_primer_var1	PZ136056.1	95.652	23	1	0	1	23	4581	4603	0.019	31.8	plus	23
forward_primer_var1	PZ136055.1	95.652	23	1	0	1	23	4588	4610	0.019	31.8	plus	23
forward_primer_var1	PZ136052.1	95.652	23	1	0	1	23	4584	4606	0.019	31.8	plus	23
forward_primer_var1	PZ136051.1	95.652	23	1	0	1	23	4588	4610	0.019	31.8	plus	23
forward_primer_var1	PZ221926.1	95.652	23	1	0	1	23	4584	4606	0.019	31.8	plus	23
forward_primer_var1	PZ221923.1	95.652	23	1	0	1	23	4588	4610	0.019	31.8	plus	23
forward_primer_var1	PZ221921.1	95.652	23	1	0	1	23	4589	4611	0.019	31.8	plus	23
forward_primer_var1	PZ221920.1	95.652	23	1	0	1	23	4586	4608	0.019	31.8	plus	23
forward_primer_var1	OP205577.1	95.652	23	1	0	1	23	4595	4617	0.019	31.8	plus	23
forward_primer_var1	PQ207944.1	95.652	23	1	0	1	23	4606	4628	0.019	31.8	plus	23
forward_primer_var1	PQ195923.1	95.652	23	1	0	1	23	4591	4613	0.019	31.8	plus	23
forward_primer_var1	OR069404.1	95.652	23	1	0	1	23	4591	4613	0.019	31.8	plus	23
forward_primer_var1	OR713748.1	95.652	23	1	0	1	23	4591	4613	0.019	31.8	plus	23
forward_primer_var1	MW661262.1	95.652	23	1	0	1	23	4591	4613	0.019	31.8	plus	23
forward_primer_var1	MW581004.1	95.652	23	1	0	1	23	4595	4617	0.019	31.8	plus	23
forward_primer_var1	OR546395.1	95.652	23	1	0	1	23	4591	4613	0.019	31.8	plus	23
forward_primer_var1	OR546394.1	95.652	23	1	0	1	23	4591	4613	0.019	31.8	plus	23
forward_primer_var1	OR536497.1	95.652	23	1	0	1	23	4595	4617	0.019	31.8	plus	23
forward_primer_var1	PZ221930.1	95.652	23	1	0	1	23	4591	4613	0.019	31.8	plus	23
forward_primer_var1	PZ221929.1	95.652	23	1	0	1	23	4593	4615	0.019	31.8	plus	23
forward_primer_var1	PZ221928.1	95.652	23	1	0	1	23	4593	4615	0.019	31.8	plus	23
forward_primer_var1	PZ221925.1	95.652	23	1	0	1	23	4591	4613	0.019	31.8	plus	23
forward_primer_var1	PZ221924.1	95.652	23	1	0	1	23	4593	4615	0.019	31.8	plus	23
forward_primer_var1	PZ221919.1	95.652	23	1	0	1	23	4591	4613	0.019	31.8	plus	23
forward_primer_var1	PZ221918.1	95.652	23	1	0	1	23	4593	4615	0.019	31.8	plus	23
forward_primer_var1	PZ221916.1	95.652	23	1	0	1	23	4594	4616	0.019	31.8	plus	23
forward_primer_var1	MH218660.1	95.652	23	1	0	1	23	4595	4617	0.019	31.8	plus	23
forward_primer_var1	MH218654.1	95.652	23	1	0	1	23	4595	4617	0.019	31.8	plus	23
forward_primer_var1	MH218651.1	95.652	23	1	0	1	23	4595	4617	0.019	31.8	plus	23
forward_primer_var1	MH218646.1	95.652	23	1	0	1	23	4595	4617	0.019	31.8	plus	23
forward_primer_var1	MH218581.1	95.652	23	1	0	1	23	4595	4617	0.019	31.8	plus	23
